season	words
1	0.0
2	0.0
3	0.0
4	0.93
5	0.0
6	1.4
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.37
14	0.0
15	0.0
16	0.0
17	1.05
18	1.41
