season	words
1	0.07
2	0.24
3	0.14
4	0.1
5	2.73
6	0.1
7	0.16
8	0.12
9	0.05
10	0.08
11	0.58
12	0.21
13	0.3
14	0.43
15	1.68
16	0.57
17	0.56
18	1.18
