season	words
1	0.17
2	0.03
3	0.02
4	0.1
5	0.04
6	0.22
7	0.49
8	0.0
9	0.15
10	0.1
11	0.0
12	0.6
13	0.02
14	0.09
15	0.21
16	0.07
17	0.06
18	0.03
