season	words
1	0.02
2	0.0
3	0.0
4	0.17
5	0.02
6	0.03
7	0.0
8	0.05
9	0.02
10	0.0
11	0.0
12	0.05
13	0.09
14	0.05
15	0.05
16	0.05
17	0.06
18	0.06
