season	words
1	0.0
2	0.0
3	1.51
4	2.07
5	11.9
6	0.0
7	0.0
8	0.0
9	0.0
10	20.0
11	0.0
12	0.0
13	3.15
14	0.0
15	0.0
16	2.16
17	0.0
18	8.93
