season	words
1	0.02
2	0.09
3	0.38
4	0.02
5	0.0
6	0.1
7	0.1
8	1.31
9	0.0
10	0.08
11	0.03
12	0.05
13	0.09
14	0.12
15	0.07
16	0.05
17	0.0
18	0.0
