season	words
1	1.38
2	0.84
3	0.91
4	4.39
5	0.0
6	3.35
7	2.64
8	0.0
9	0.0
10	0.0
11	0.0
12	2.45
13	11.63
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
