season	words
1	0.69
2	0.33
3	0.69
4	0.24
5	0.0
6	0.27
7	0.0
8	0.0
9	0.0
10	1.58
11	0.62
12	0.41
13	0.0
14	0.0
15	0.33
16	0.31
17	1.45
18	0.33
