season	words
1	0.0
2	0.0
3	0.46
4	0.24
5	0.42
6	0.55
7	1.31
8	0.26
9	0.9
10	0.95
11	0.31
12	0.0
13	0.83
14	0.0
15	0.33
16	0.31
17	0.0
18	0.0
