season	words
1	0.0
2	0.0
3	0.0
4	0.0
5	1.41
6	0.47
7	1.1
8	0.0
9	0.0
10	1.59
11	0.0
12	0.0
13	0.0
14	0.84
15	0.62
16	0.79
17	6.81
18	0.0
