season	words
1	0.07
2	0.17
3	0.17
4	0.02
5	0.1
6	0.1
7	0.0
8	0.19
9	0.15
10	0.03
11	0.08
12	0.08
13	0.09
14	0.02
15	0.05
16	0.1
17	0.06
18	0.12
