season	words
1	0.46
2	0.0
3	0.23
4	0.24
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.63
11	0.62
12	0.41
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
