season	words
1	3.04
2	0.0
3	0.38
4	0.18
5	1.25
6	0.45
7	0.46
8	0.21
9	0.25
10	0.0
11	0.34
12	0.0
13	1.29
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
