season	words
1	7.04
2	2.05
3	1.61
4	0.51
5	0.5
6	0.45
7	0.23
8	1.07
9	0.44
10	1.32
11	0.71
12	1.17
13	0.58
14	0.83
15	0.14
16	1.26
17	0.18
18	0.68
