season	words
1	0.07
2	0.16
3	0.05
4	0.0
5	0.0
6	0.05
7	0.06
8	0.05
9	0.02
10	0.13
11	0.08
12	0.05
13	0.09
14	0.07
15	0.07
16	0.07
17	0.03
18	0.09
