season	words
1	0.0
2	0.25
3	0.0
4	0.2
5	0.08
6	0.12
7	0.06
8	0.05
9	0.0
10	0.03
11	0.1
12	0.08
13	0.0
14	0.05
15	0.02
16	0.14
17	0.03
18	0.12
