season	words
1	12.77
2	15.52
3	22.29
4	17.57
5	45.43
6	18.97
7	20.26
8	17.86
9	40.0
10	0
11	0
12	7.35
13	0.0
14	5.88
15	13.79
16	0.0
17	0.0
18	20.34
