season	words
1	0.32
2	0.25
3	0.07
4	0.12
5	0.04
6	0.02
7	0.06
8	0.07
9	0.05
10	0.13
11	0.05
12	0.05
13	0.05
14	0.09
15	0.0
16	0.12
17	0.0
18	0.06
