season	words
1	0.0
2	1.33
3	0.59
4	0.0
5	0.0
6	0.0
7	0.51
8	0.73
9	0.4
10	0.0
11	3.67
12	0.55
13	0.86
14	0.0
15	1.37
16	0.0
17	1.42
18	0.0
