season	words
1	0.23
2	0.33
3	0.0
4	0.0
5	0.21
6	0.55
7	0.22
8	0.26
9	0.0
10	0.95
11	0.31
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
