season	words
1	0.25
2	0.22
3	0.17
4	0.13
5	0.14
6	0.26
7	0.33
8	0.33
9	0.19
10	0.25
11	0.3
12	0.55
13	1.05
14	1.73
15	1.66
16	0.98
17	0.87
18	1.61
