season	words
1	0.1
2	0.13
3	0.27
4	0.07
5	0.16
6	0.24
7	0.31
8	0.12
9	0.15
10	0.13
11	0.08
12	0.0
13	0.16
14	0.05
15	0.14
16	0.05
17	0.06
18	0.03
