season	words
1	2.87
2	3.41
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	4.95
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
