season	words
1	0.0
2	0.0
3	0.0
4	0.07
5	0.0
6	0.0
7	0.02
8	0.02
9	0.0
10	0.0
11	0.03
12	0.24
13	0.02
14	0.05
15	0.02
16	0.17
17	0.06
18	0.12
