season	words
1	0.32
2	0.0
3	0.12
4	0.1
5	0.62
6	1.47
7	1.13
8	1.07
9	2.19
10	1.05
11	1.28
12	0.0
13	0.92
14	1.25
15	1.43
16	0.5
17	0.0
18	0.51
