season	words
1	0.0
2	4.32
3	1.51
4	2.07
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	6.49
15	0.0
16	2.16
17	0.0
18	0.0
