season	words
1	0.0
2	3.36
3	8.83
4	8.87
5	13.55
6	9.08
7	10.34
8	13.48
9	3.33
10	0.0
11	14.71
12	4.66
13	18.46
14	3.37
15	16.51
16	2.24
17	21.37
18	7.79
