season	words
1	0.2
2	0.11
3	0.38
4	0.31
5	0.14
6	0.24
7	0.16
8	0.12
9	0.27
10	0.48
11	0.51
12	0.32
13	0.16
14	0.07
15	0.64
16	0.1
17	0.12
18	0.03
