season	words
1	0.0
2	0.0
3	25.64
4	0.0
5	0.0
6	0.0
7	90.91
8	0
9	60.61
10	30.93
11	0
12	0.0
13	10.6
14	0.0
15	60.61
16	0.0
17	34.74
18	0.0
