season	words
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	8.52
7	0.0
8	0.0
9	5.49
10	2.11
11	0.0
12	0.0
13	0.0
14	0.0
15	1.49
16	0.0
17	0.0
18	0.0
