season	words
1	2.63
2	2.45
3	1.9
4	1.84
5	0.75
6	0.74
7	1.14
8	1.06
9	0.0
10	0.0
11	0.0
12	0.0
13	0.32
14	0.0
15	0.0
16	0.29
17	0.65
18	0.51
