season	words
1	6.54
2	0.0
3	16.04
4	4.05
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	4.13
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
