season	words
1	1.39
2	2.14
3	1.15
4	2.16
5	0.63
6	3.0
7	0.87
8	0.0
9	0.9
10	0.63
11	0.0
12	0.0
13	0.42
14	0.49
15	0.33
16	3.42
17	0.97
18	0.33
