season	words
1	0.65
2	0.41
3	0.27
4	0.48
5	0.23
6	0.58
7	0.27
8	0.28
9	0.39
10	0.6
11	1.68
12	0.39
13	0.47
14	0.43
15	0.55
16	0.34
17	0.19
18	0.22
