season	words
1	1.39
2	1.15
3	3.9
4	2.64
5	1.26
6	1.09
7	0.44
8	2.62
9	0.9
10	3.15
11	2.17
12	1.23
13	0.83
14	0.98
15	1.67
16	1.86
17	0.0
18	0.33
