season	words
1	2.72
2	0.78
3	0.0
4	0.0
5	2.65
6	0.0
7	0.0
8	0.0
9	2.75
10	0.0
11	0.0
12	2.48
13	0.0
14	0.0
15	1.49
16	0.0
17	3.25
18	0.0
