season	words
1	0.0
2	3.28
3	2.25
4	4.34
5	12.61
6	5.7
7	3.56
8	10.61
9	3.48
10	0.0
11	17.24
12	17.54
13	8.88
14	5.44
15	20.83
16	7.38
17	0.0
18	12.07
