character	episode	words	profanities
3	118	12.26	17.95
4	118	0.0	0
5	118	0.0	0
6	118	0.0	0
7	118	8.71	7.22
8	118	0.0	0
9	118	0.0	0
10	118	0.0	0
11	118	0.03	0
1	119	11.63	33.43
2	119	11.11	17.49
3	119	11.53	2.81
4	119	0.36	0
5	119	2.07	15.62
6	119	0.0	0
7	119	5.57	0
8	119	0.26	0
9	119	0.0	0
10	119	1.04	0
11	119	0.0	0
1	120	14.52	20.05
2	120	18.85	7.72
3	120	9.86	11.07
4	120	0.0	0
5	120	0.4	0
6	120	2.04	0
7	120	21.14	1.72
8	120	0.0	0
9	120	0.0	0
10	120	0.0	0
11	120	0.0	0
1	121	16.43	21.98
2	121	12.53	2.88
3	121	16.68	6.49
4	121	0.9	0
5	121	7.87	0
6	121	0.0	0
7	121	0.0	0
8	121	0.0	0
9	121	0.0	0
10	121	0.51	0
11	121	0.0	0
1	122	24.07	21.79
2	122	11.57	5.33
3	122	16.57	5.59
4	122	0.31	0
5	122	8.12	3.8
6	122	0.0	0
7	122	0.0	0
8	122	0.0	0
9	122	0.0	0
10	122	0.25	0
11	122	2.38	0
1	123	2.3	100.0
2	123	0.0	0
3	123	0.1	0
4	123	0.0	0
5	123	7.19	4.57
6	123	0.0	0
7	123	0.13	0
8	123	7.81	16.81
9	123	0.0	0
10	123	0.1	0
11	123	0.0	0
1	124	20.15	5.01
2	124	11.3	17.86
3	124	1.51	44.44
4	124	0.17	0
5	124	1.14	0
6	124	0.0	0
7	124	0.0	0
8	124	0.0	0
9	124	0.0	0
10	124	0.27	0
11	124	0.2	0
1	125	2.12	0
2	125	6.55	24.88
3	125	14.79	11.01
4	125	0.0	0
5	125	0.49	0
6	125	0.0	0
7	125	0.0	0
8	125	0.0	0
9	125	0.68	0
10	125	0.33	0
11	125	0.0	0
1	126	1.51	90.91
2	126	13.21	20.73
3	126	3.63	0
4	126	0.0	0
5	126	0.48	0
6	126	0.0	0
7	126	0.07	0
8	126	0.0	0
9	126	1.71	40.0
10	126	0.1	0
11	126	0.1	0
1	127	42.49	5.17
2	127	2.26	0
3	127	6.82	9.22
4	127	0.03	1000.0
5	127	0.13	0
6	127	1.26	25.0
7	127	5.43	5.78
8	127	0.0	0
9	127	0.0	0
10	127	0.0	0
11	127	0.0	0
1	128	28.45	6.9
2	128	10.51	21.81
3	128	19.88	4.94
4	128	0.2	0
5	128	0.0	0
6	128	0.0	0
7	128	0.0	0
8	128	0.0	0
9	128	0.0	0
10	128	0.0	0
11	128	0.0	0
1	129	14.21	9.55
2	129	5.9	17.24
3	129	3.6	0
4	129	1.59	21.28
5	129	0.0	0
6	129	0.0	0
7	129	0.0	0
8	129	0.0	0
9	129	0.0	0
10	129	0.0	0
11	129	0.0	0
1	130	5.9	25.48
2	130	8.0	9.39
3	130	9.13	16.46
4	130	0.0	0
5	130	2.14	0
6	130	0.0	0
7	130	16.57	4.54
8	130	0.0	0
9	130	0.0	0
10	130	0.3	0
11	130	1.13	0
1	131	37.16	44.87
2	131	4.83	21.13
3	131	5.21	13.07
4	131	0.41	166.67
5	131	21.4	6.36
6	131	0.0	0
7	131	0.0	0
8	131	0.0	0
9	131	0.0	0
10	131	0.54	0
11	131	0.37	0
1	132	8.16	26.82
2	132	1.09	0
3	132	1.13	0
4	132	0.0	0
5	132	5.5	17.05
6	132	0.0	0
7	132	0.0	0
8	132	0.0	0
9	132	0.0	0
10	132	0.0	0
11	132	0.06	0
1	133	15.85	33.49
2	133	7.02	10.81
3	133	17.18	6.62
4	133	0.0	0
5	133	0.46	0
6	133	0.0	0
7	133	18.47	4.11
8	133	0.0	0
9	133	0.0	0
10	133	0.0	0
11	133	0.0	0
1	134	22.34	19.17
2	134	4.82	22.22
3	134	8.67	12.35
4	134	0.0	0
5	134	10.74	6.64
6	134	0.0	0
7	134	0.0	0
8	134	2.32	0
9	134	0.0	0
10	134	4.18	8.55
11	134	1.14	31.25
1	135	4.07	7.63
2	135	13.38	4.64
3	135	10.52	8.85
4	135	0.16	0
5	135	0.0	0
6	135	0.0	0
7	135	0.43	0
8	135	2.67	0
9	135	0.0	0
10	135	0.0	0
11	135	0.0	0
1	136	43.94	4.49
2	136	13.67	16.83
3	136	6.51	5.05
4	136	0.36	0
5	136	0.3	0
6	136	0.0	0
7	136	0.0	0
8	136	0.0	0
9	136	0.0	0
10	136	1.51	0
11	136	0.33	0
1	137	1.94	30.77
2	137	2.98	0
3	137	19.15	1.56
4	137	0.06	0
5	137	0.0	0
6	137	0.0	0
7	137	7.0	0
8	137	0.0	0
9	137	0.0	0
10	137	0.0	0
11	137	0.0	0
1	138	5.36	6.41
2	138	24.56	4.2
3	138	7.35	0
4	138	0.24	142.86
5	138	1.44	0
6	138	0.0	0
7	138	0.0	0
8	138	0.0	0
9	138	0.0	0
10	138	1.48	0
11	138	2.27	0
1	139	1.82	0
2	139	1.88	0
3	139	16.48	4.01
4	139	0.0	0
5	139	0.0	0
6	139	0.0	0
7	139	39.28	5.89
8	139	0.0	0
9	139	0.0	0
10	139	0.0	0
11	139	0.0	0
1	140	6.27	60.24
2	140	17.98	18.91
3	140	9.75	15.5
4	140	0.38	0
5	140	0.42	0
6	140	8.76	34.48
7	140	3.97	0
8	140	0.0	0
9	140	0.0	0
10	140	1.17	32.26
11	140	0.0	0
1	141	11.43	41.9
2	141	7.15	13.39
3	141	10.98	2.91
4	141	0.0	0
5	141	3.99	16.0
6	141	0.0	0
7	141	7.28	17.54
8	141	0.0	0
9	141	0.0	0
10	141	0.83	0
11	141	0.48	0
1	142	22.74	6.06
2	142	15.71	4.39
3	142	3.79	0
4	142	0.07	0
5	142	0.0	0
6	142	0.0	0
7	142	8.06	8.55
8	142	0.03	0
9	142	0.0	0
10	142	0.0	0
11	142	0.0	0
1	143	30.01	9.54
2	143	13.69	25.58
3	143	0.0	0
4	143	0.0	0
5	143	0.0	0
6	143	0.0	0
7	143	0.0	0
8	143	0.0	0
9	143	0.0	0
10	143	0.0	0
11	143	0.0	0
1	144	0.0	0
2	144	0.0	0
3	144	0.0	0
4	144	0.0	0
5	144	0.0	0
6	144	0.0	0
7	144	0.0	0
8	144	0.0	0
9	144	0.0	0
10	144	0.0	0
11	144	0.0	0
1	145	19.13	14.84
2	145	11.21	18.99
3	145	13.13	8.11
4	145	0.78	45.45
5	145	0.07	0
6	145	0.0	0
7	145	1.77	0
8	145	0.0	0
9	145	0.0	0
10	145	0.0	0
11	145	0.0	0
1	146	41.31	13.88
2	146	0.49	0
3	146	0.8	0
4	146	0.06	500.0
5	146	0.72	0
6	146	0.0	0
7	146	0.0	0
8	146	0.0	0
9	146	0.0	0
10	146	0.0	0
11	146	0.11	0
1	147	31.37	18.65
2	147	7.86	9.3
3	147	10.68	6.85
4	147	0.44	0
5	147	2.08	0
6	147	0.0	0
7	147	11.81	3.1
8	147	0.0	0
9	147	0.0	0
10	147	1.35	0
11	147	0.84	0
1	148	17.77	10.71
2	148	11.68	35.33
3	148	9.68	3.28
4	148	0.0	0
5	148	1.62	19.61
6	148	0.0	0
7	148	0.51	0
8	148	0.0	0
9	148	0.0	0
10	148	0.13	0
11	148	0.0	0
1	149	30.12	15.18
2	149	17.41	13.13
3	149	0.46	0
4	149	0.03	0
5	149	1.11	0
6	149	0.0	0
7	149	0.59	0
8	149	0.0	0
9	149	0.0	0
10	149	0.0	0
11	149	0.0	0
1	150	4.9	23.44
2	150	2.41	15.87
3	150	1.34	0
4	150	0.0	0
5	150	6.58	17.44
6	150	0.0	0
7	150	1.23	0
8	150	0.0	0
9	150	0.0	0
10	150	0.0	0
11	150	0.0	0
1	151	18.95	10.31
2	151	1.33	29.41
3	151	1.6	0
4	151	0.04	0
5	151	4.96	0
6	151	0.0	0
7	151	0.0	0
8	151	0.0	0
9	151	0.0	0
10	151	0.0	0
11	151	0.0	0
1	152	23.43	30.7
2	152	1.68	61.22
3	152	0.0	0
4	152	0.0	0
5	152	1.2	0
6	152	0.0	0
7	152	0.0	0
8	152	0.0	0
9	152	0.0	0
10	152	0.0	0
11	152	0.0	0
1	153	0.0	0
2	153	1.85	0
3	153	30.86	4.19
4	153	0.0	0
5	153	0.0	0
6	153	0.0	0
7	153	11.51	0
8	153	0.0	0
9	153	0.0	0
10	153	0.0	0
11	153	0.0	0
1	154	9.74	14.49
2	154	1.48	0
3	154	9.95	3.55
4	154	0.0	0
5	154	0.6	0
6	154	0.0	0
7	154	22.2	20.67
8	154	0.0	0
9	154	0.0	0
10	154	0.0	0
11	154	0.32	0
1	155	42.76	28.72
2	155	5.48	41.67
3	155	1.43	40.0
4	155	0.2	285.71
5	155	11.37	2.51
6	155	0.0	0
7	155	0.0	0
8	155	0.0	0
9	155	0.0	0
10	155	0.03	0
11	155	0.0	0
1	156	24.34	9.19
2	156	6.41	5.81
3	156	2.39	0
4	156	0.6	125.0
5	156	1.27	0
6	156	0.0	0
7	156	0.0	0
8	156	0.0	0
9	156	0.0	0
10	156	4.81	0
11	156	3.69	0
1	157	24.58	5.18
2	157	11.75	2.71
3	157	2.01	0
4	157	0.0	0
5	157	1.34	0
6	157	0.0	0
7	157	0.0	0
8	157	0.0	0
9	157	0.0	0
10	157	0.0	0
11	157	0.0	0
1	158	2.1	18.52
2	158	4.86	32.0
3	158	21.95	0
4	158	0.0	0
5	158	0.0	0
6	158	0.0	0
7	158	21.52	9.04
8	158	0.0	0
9	158	0.0	0
10	158	0.0	0
11	158	0.0	0
1	159	5.33	19.74
2	159	2.98	23.53
3	159	2.77	0
4	159	0.35	0
5	159	0.81	43.48
6	159	0.0	0
7	159	0.0	0
8	159	0.0	0
9	159	0.0	0
10	159	0.18	0
11	159	0.0	0
1	160	12.54	14.53
2	160	11.16	22.88
3	160	9.88	0
4	160	0.77	47.62
5	160	0.62	0
6	160	0.0	0
7	160	9.3	3.92
8	160	0.0	0
9	160	0.0	0
10	160	0.15	0
11	160	0.0	0
1	161	42.45	40.77
2	161	9.31	30.41
3	161	0.0	0
4	161	0.0	0
5	161	0.94	0
6	161	0.0	0
7	161	0.0	0
8	161	0.0	0
9	161	0.0	0
10	161	0.0	0
11	161	3.08	51.02
1	162	0.0	0
2	162	0.0	0
3	162	10.34	21.05
4	162	0.0	0
5	162	0.0	0
6	162	0.0	0
7	162	24.05	10.56
8	162	0.0	0
9	162	0.0	0
10	162	0.0	0
11	162	0.0	0
1	163	20.53	32.38
2	163	13.57	28.82
3	163	3.79	30.93
4	163	0.0	0
5	163	10.13	7.72
6	163	0.0	0
7	163	0.0	0
8	163	0.0	0
9	163	0.0	0
10	163	0.63	0
11	163	0.51	76.92
1	164	18.33	30.83
2	164	6.08	11.63
3	164	3.57	0
4	164	0.0	0
5	164	5.83	6.06
6	164	0.0	0
7	164	0.0	0
8	164	0.0	0
9	164	0.0	0
10	164	0.0	0
11	164	0.0	0
1	165	18.06	29.7
2	165	16.62	23.66
3	165	6.54	5.46
4	165	0.0	0
5	165	4.54	15.75
6	165	0.0	0
7	165	0.0	0
8	165	0.0	0
9	165	0.0	0
10	165	0.0	0
11	165	0.0	0
1	166	2.38	48.39
2	166	12.45	12.35
3	166	25.59	4.5
4	166	0.0	0
5	166	3.07	12.5
6	166	0.0	0
7	166	5.19	7.41
8	166	0.0	0
9	166	0.0	0
10	166	0.0	0
11	166	1.31	0
1	167	15.98	29.29
2	167	11.93	2.8
3	167	9.19	3.64
4	167	0.37	0
5	167	5.31	6.29
6	167	0.0	0
7	167	0.0	0
8	167	15.34	0
9	167	0.0	0
10	167	4.01	8.33
11	167	2.44	27.4
1	168	34.83	23.19
2	168	12.38	13.59
3	168	2.05	16.39
4	168	0.0	0
5	168	3.23	0
6	168	0.0	0
7	168	0.0	0
8	168	0.0	0
9	168	0.0	0
10	168	0.03	0
11	168	0.0	0
1	169	1.3	62.5
2	169	14.15	14.33
3	169	11.47	14.13
4	169	0.0	0
5	169	3.36	0
6	169	0.0	0
7	169	4.82	8.4
8	169	0.0	0
9	169	0.0	0
10	169	0.0	0
11	169	0.0	0
1	170	17.84	16.04
2	170	12.12	7.87
3	170	8.21	0
4	170	5.63	67.8
5	170	2.81	0
6	170	0.0	0
7	170	0.86	55.56
8	170	0.0	0
9	170	0.0	0
10	170	0.0	0
11	170	0.0	0
1	171	3.22	55.56
2	171	12.11	5.92
3	171	3.08	0
4	171	0.0	0
5	171	7.77	105.99
6	171	0.0	0
7	171	0.0	0
8	171	0.0	0
9	171	0.0	0
10	171	0.0	0
11	171	0.04	0
1	172	32.77	0
2	172	2.2	32.79
3	172	0.22	0
4	172	0.18	0
5	172	0.97	37.04
6	172	0.25	0
7	172	0.0	0
8	172	0.0	0
9	172	2.6	13.89
10	172	0.0	0
11	172	0.0	0
1	173	0.0	0
2	173	1.78	0
3	173	3.4	0
4	173	0.0	0
5	173	0.0	0
6	173	0.0	0
7	173	32.84	11.35
8	173	0.0	0
9	173	0.5	0
10	173	0.0	0
11	173	0.0	0
1	174	19.95	45.38
2	174	3.14	0
3	174	7.31	0
4	174	0.84	38.46
5	174	8.99	0
6	174	0.0	0
7	174	0.0	0
8	174	1.97	32.79
9	174	4.43	21.9
10	174	0.0	0
11	174	0.32	0
1	175	41.68	39.18
2	175	10.76	0
3	175	8.87	4.0
4	175	0.04	1000.0
5	175	8.45	4.2
6	175	0.0	0
7	175	0.0	0
8	175	0.0	0
9	175	0.0	0
10	175	0.6	0
11	175	0.0	0
1	176	44.83	18.11
2	176	0.26	0
3	176	1.7	0
4	176	0.0	0
5	176	6.79	27.17
6	176	0.0	0
7	176	0.0	0
8	176	16.79	26.37
9	176	4.02	9.17
10	176	2.55	0
11	176	2.1	17.54
1	177	6.88	35.71
2	177	5.62	12.5
3	177	13.23	10.61
4	177	1.72	61.22
5	177	0.0	0
6	177	0.0	0
7	177	6.21	0
8	177	0.0	0
9	177	0.28	0
10	177	0.0	0
11	177	9.44	18.59
1	178	4.48	17.09
2	178	4.33	8.85
3	178	9.77	3.92
4	178	0.54	142.86
5	178	0.08	0
6	178	0.0	0
7	178	17.85	2.15
8	178	0.0	0
9	178	0.61	0
10	178	0.0	0
11	178	20.46	0
1	179	0.26	0
2	179	7.16	5.24
3	179	3.6	10.42
4	179	0.0	0
5	179	0.45	0
6	179	0.0	0
7	179	11.44	42.62
8	179	0.0	0
9	179	0.86	0
10	179	0.0	0
11	179	0.0	0
1	180	7.58	14.71
2	180	4.85	0
3	180	26.14	7.46
4	180	0.75	0
5	180	1.73	0
6	180	0.0	0
7	180	0.0	0
8	180	2.76	0
9	180	1.11	0
10	180	0.42	0
11	180	0.03	0
1	181	3.72	94.34
2	181	0.53	66.67
3	181	0.6	0
4	181	0.0	0
5	181	25.04	4.2
6	181	0.0	0
7	181	0.0	0
8	181	0.0	0
9	181	0.0	0
10	181	0.0	0
11	181	0.0	0
1	182	9.88	27.61
2	182	6.28	19.32
3	182	6.12	4.95
4	182	7.43	36.73
5	182	3.64	8.33
6	182	0.0	0
7	182	0.0	0
8	182	0.0	0
9	182	0.0	0
10	182	0.0	0
11	182	0.12	0
1	183	19.73	17.32
2	183	1.21	25.64
3	183	0.62	0
4	183	0.0	0
5	183	0.0	0
6	183	0.0	0
7	183	0.0	0
8	183	0.28	0
9	183	0.25	0
10	183	0.37	0
11	183	0.0	0
1	184	7.94	28.46
2	184	12.01	10.75
3	184	8.91	0
4	184	0.0	0
5	184	1.07	0
6	184	0.0	0
7	184	21.54	6.0
8	184	0.0	0
9	184	0.81	0
10	184	0.32	0
11	184	0.0	0
1	185	10.76	42.07
2	185	1.29	27.03
3	185	4.63	15.04
4	185	0.0	0
5	185	2.78	0
6	185	0.0	0
7	185	13.09	15.96
8	185	1.95	17.86
9	185	0.45	0
10	185	0.7	50.0
11	185	0.42	0
1	186	32.45	19.11
2	186	4.74	5.95
3	186	0.08	0
4	186	0.0	0
5	186	1.78	31.75
6	186	0.0	0
7	186	0.0	0
8	186	0.37	153.85
9	186	0.2	0
10	186	0.28	0
11	186	1.04	0
1	187	0.0	0
2	187	0.0	0
3	187	7.56	4.59
4	187	0.0	0
5	187	0.0	0
6	187	0.0	0
7	187	36.65	6.62
8	187	0.0	0
9	187	0.35	0
10	187	0.0	0
11	187	0.0	0
1	188	47.32	19.49
2	188	10.52	16.23
3	188	0.85	0
4	188	0.0	0
5	188	8.61	0
6	188	0.0	0
7	188	0.0	0
8	188	0.0	0
9	188	0.0	0
10	188	2.66	0
11	188	0.0	0
1	189	12.33	5.49
2	189	12.57	10.78
3	189	6.64	10.2
4	189	0.3	222.22
5	189	0.0	0
6	189	0.0	0
7	189	0.0	0
8	189	0.0	0
9	189	0.0	0
10	189	0.0	0
11	189	0.0	0
1	190	4.16	44.12
2	190	3.36	45.45
3	190	1.59	115.38
4	190	0.06	0
5	190	45.43	26.92
6	190	0.0	0
7	190	0.0	0
8	190	0.12	0
9	190	0.7	86.96
10	190	1.62	0
11	190	0.06	0
1	191	27.97	17.15
2	191	8.48	7.07
3	191	12.65	9.48
4	191	0.99	30.3
5	191	4.2	0
6	191	0.0	0
7	191	0.0	0
8	191	0.0	0
9	191	0.0	0
10	191	0.0	0
11	191	0.0	0
1	192	14.32	18.04
2	192	1.51	0
3	192	25.69	11.49
4	192	0.89	0
5	192	2.18	0
6	192	0.0	0
7	192	2.77	0
8	192	0.0	0
9	192	0.0	0
10	192	0.0	0
11	192	0.0	0
1	193	10.06	60.38
2	193	4.44	59.83
3	193	16.63	43.38
4	193	0.34	222.22
5	193	6.42	17.75
6	193	0.0	0
7	193	1.29	58.82
8	193	0.0	0
9	193	0.0	0
10	193	0.0	0
11	193	0.0	0
1	194	48.52	5.49
2	194	0.75	0
3	194	4.26	12.5
4	194	0.0	0
5	194	6.21	8.58
6	194	0.0	0
7	194	0.0	0
8	194	10.92	7.32
9	194	0.0	0
10	194	0.0	0
11	194	0.0	0
1	195	27.75	0
2	195	11.2	26.09
3	195	8.89	0
4	195	0.0	0
5	195	4.15	0
6	195	0.0	0
7	195	5.84	0
8	195	0.0	0
9	195	0.0	0
10	195	0.0	0
11	195	0.0	0
1	196	4.39	0
2	196	5.8	39.77
3	196	2.04	16.13
4	196	0.79	125.0
5	196	7.39	4.46
6	196	0.0	0
7	196	0.89	37.04
8	196	0.0	0
9	196	0.0	0
10	196	0.0	0
11	196	0.0	0
1	197	15.29	38.54
2	197	7.36	35.56
3	197	10.34	31.65
4	197	0.82	120.0
5	197	11.65	5.62
6	197	0.0	0
7	197	4.65	14.08
8	197	0.0	0
9	197	4.39	0
10	197	0.13	0
11	197	0.0	0
1	198	22.49	30.45
2	198	0.97	0
3	198	0.94	0
4	198	0.0	0
5	198	0.0	0
6	198	0.0	0
7	198	25.41	8.51
8	198	0.0	0
9	198	0.0	0
10	198	0.0	0
11	198	0.0	0
1	199	20.07	15.65
2	199	21.22	8.22
3	199	22.2	25.16
4	199	0.1	0
5	199	0.0	0
6	199	0.0	0
7	199	5.06	0
8	199	4.12	8.47
9	199	0.0	0
10	199	0.0	0
11	199	0.0	0
1	200	10.17	29.94
2	200	3.68	8.26
3	200	7.22	4.22
4	200	0.0	0
5	200	0.4	0
6	200	0.0	0
7	200	11.72	0
8	200	0.0	0
9	200	3.78	8.06
10	200	0.0	0
11	200	0.0	0
1	201	6.66	21.51
2	201	10.14	10.6
3	201	8.2	8.73
4	201	0.21	0
5	201	0.0	0
6	201	0.0	0
7	201	2.22	0
8	201	0.0	0
9	201	2.47	0
10	201	0.0	0
11	201	0.0	0
1	202	5.51	20.13
2	202	4.22	35.09
3	202	4.14	0
4	202	0.0	0
5	202	6.4	0
6	202	0.0	0
7	202	0.0	0
8	202	0.0	0
9	202	0.0	0
10	202	0.0	0
11	202	0.0	0
1	203	46.3	35.19
2	203	1.78	0
3	203	1.38	22.22
4	203	2.67	137.93
5	203	12.11	22.84
6	203	0.0	0
7	203	0.0	0
8	203	0.0	0
9	203	0.0	0
10	203	0.0	0
11	203	0.0	0
1	204	18.24	13.94
2	204	11.25	14.12
3	204	5.53	17.24
4	204	0.19	166.67
5	204	0.89	0
6	204	0.0	0
7	204	15.76	2.02
8	204	0.0	0
9	204	0.54	0
10	204	0.0	0
11	204	0.0	0
1	205	1.17	48.78
2	205	1.08	0
3	205	15.0	5.69
4	205	0.0	0
5	205	0.6	0
6	205	0.0	0
7	205	4.3	39.74
8	205	4.53	0
9	205	0.0	0
10	205	0.0	0
11	205	0.0	0
1	206	5.7	0
2	206	0.0	0
3	206	1.51	0
4	206	0.0	0
5	206	0.0	0
6	206	0.0	0
7	206	2.36	0
8	206	0.0	0
9	206	0.0	0
10	206	0.0	0
11	206	0.0	0
1	207	0.0	0
2	207	0.0	0
3	207	0.0	0
4	207	0.0	0
5	207	0.0	0
6	207	0.0	0
7	207	0.0	0
8	207	0.0	0
9	207	0.0	0
10	207	0.0	0
11	207	0.0	0
1	208	0.0	0
2	208	0.0	0
3	208	0.0	0
4	208	0.0	0
5	208	0.0	0
6	208	0.0	0
7	208	0.0	0
8	208	0.0	0
9	208	0.0	0
10	208	0.0	0
11	208	0.0	0
1	209	3.83	87.72
2	209	2.42	13.89
3	209	7.59	13.27
4	209	0.13	0
5	209	0.0	0
6	209	0.0	0
7	209	27.59	20.68
8	209	0.0	0
9	209	0.0	0
10	209	0.0	0
11	209	0.2	0
1	210	21.33	28.05
2	210	8.73	3.42
3	210	5.09	0
4	210	0.06	0
5	210	3.38	17.7
6	210	0.0	0
7	210	0.0	0
8	210	0.0	0
9	210	0.0	0
10	210	0.06	0
11	210	0.81	0
1	211	6.66	0
2	211	4.78	14.81
3	211	5.81	0
4	211	0.0	0
5	211	1.42	0
6	211	0.0	0
7	211	0.0	0
8	211	0.0	0
9	211	0.0	0
10	211	0.0	0
11	211	0.0	0
1	212	0.4	0
2	212	3.0	0
3	212	0.32	0
4	212	0.0	0
5	212	0.0	0
6	212	0.0	0
7	212	0.0	0
8	212	0.0	0
9	212	1.44	0
10	212	0.0	0
11	212	0.0	0
1	213	20.33	51.09
2	213	2.02	0
3	213	2.08	0
4	213	0.0	0
5	213	5.94	15.0
6	213	0.0	0
7	213	19.35	27.61
8	213	0.06	0
9	213	0.0	0
10	213	0.03	0
11	213	0.24	0
1	214	40.13	7.19
2	214	28.97	1.99
3	214	2.77	0
4	214	0.0	0
5	214	2.05	14.08
6	214	0.0	0
7	214	0.0	0
8	214	0.0	0
9	214	0.0	0
10	214	3.75	0
11	214	1.13	0
1	215	0.0	0
2	215	0.0	0
3	215	0.0	0
4	215	0.0	0
5	215	17.58	29.13
6	215	0.0	0
7	215	0.0	0
8	215	0.0	0
9	215	0.0	0
10	215	0.0	0
11	215	0.0	0
1	216	5.59	0
2	216	11.12	9.49
3	216	20.54	47.95
4	216	0.42	83.33
5	216	0.6	0
6	216	0.0	0
7	216	16.43	10.71
8	216	0.0	0
9	216	0.0	0
10	216	0.0	0
11	216	0.0	0
1	217	10.64	24.62
2	217	12.54	10.44
3	217	17.75	29.52
4	217	0.1	0
5	217	1.47	66.67
6	217	0.0	0
7	217	2.39	13.7
8	217	1.74	0
9	217	1.54	42.55
10	217	0.26	0
11	217	0.0	0
1	218	17.82	50.85
2	218	6.21	48.61
3	218	3.71	34.88
4	218	0.0	0
5	218	16.4	0
6	218	0.0	0
7	218	1.12	0
8	218	0.0	0
9	218	0.0	0
10	218	0.3	0
11	218	2.03	21.28
1	219	23.19	14.51
2	219	5.69	5.38
3	219	12.12	7.58
4	219	0.37	83.33
5	219	1.32	0
6	219	0.0	0
7	219	0.0	0
8	219	1.62	37.74
9	219	1.01	30.3
10	219	0.34	90.91
11	219	3.86	23.81
1	220	0.37	0
2	220	0.0	0
3	220	1.88	0
4	220	0.0	0
5	220	0.0	0
6	220	0.0	0
7	220	33.6	8.97
8	220	0.0	0
9	220	0.0	0
10	220	0.0	0
11	220	0.0	0
1	221	35.12	10.68
2	221	2.0	15.62
3	221	3.91	8.0
4	221	0.12	0
5	221	2.91	0
6	221	0.0	0
7	221	0.0	0
8	221	0.41	0
9	221	0.0	0
10	221	0.09	0
11	221	1.16	27.03
1	222	9.61	3.5
2	222	10.12	13.29
3	222	4.03	0
4	222	0.24	0
5	222	0.34	0
6	222	0.0	0
7	222	0.0	0
8	222	0.0	0
9	222	1.11	0
10	222	0.0	0
11	222	0.0	0
1	223	31.28	3.69
2	223	1.44	20.0
3	223	1.07	27.03
4	223	1.1	52.63
5	223	2.66	0
6	223	0.0	0
7	223	0.0	0
8	223	0.0	0
9	223	0.0	0
10	223	0.0	0
11	223	0.14	0
1	224	17.24	26.32
2	224	4.54	7.69
3	224	2.06	0
4	224	0.0	0
5	224	2.48	0
6	224	0.0	0
7	224	7.19	19.42
8	224	0.0	0
9	224	0.59	0
10	224	1.78	0
11	224	0.0	0
1	225	21.48	59.21
2	225	4.06	26.09
3	225	18.13	11.7
4	225	0.39	363.64
5	225	0.53	0
6	225	0.0	0
7	225	2.12	0
8	225	0.0	0
9	225	0.0	0
10	225	0.0	0
11	225	0.0	0
1	226	17.11	12.66
2	226	7.61	9.48
3	226	9.71	7.43
4	226	1.77	20.41
5	226	1.44	0
6	226	0.0	0
7	226	0.0	0
8	226	0.0	0
9	226	0.0	0
10	226	0.0	0
11	226	0.43	0
1	227	56.12	27.03
2	227	7.16	14.78
3	227	0.0	0
4	227	0.07	0
5	227	5.04	27.97
6	227	0.0	0
7	227	0.0	0
8	227	0.0	0
9	227	0.0	0
10	227	0.18	0
11	227	0.71	50.0
1	228	4.67	12.74
2	228	7.7	23.17
3	228	13.47	19.87
4	228	0.0	0
5	228	13.32	8.93
6	228	0.0	0
7	228	0.0	0
8	228	0.0	0
9	228	0.0	0
10	228	1.04	85.71
11	228	0.62	0
1	229	12.2	26.25
2	229	13.06	29.41
3	229	17.68	1.81
4	229	1.09	58.82
5	229	0.0	0
6	229	0.0	0
7	229	0.0	0
8	229	0.0	0
9	229	0.0	0
10	229	0.0	0
11	229	0.0	0
1	230	41.75	11.93
2	230	8.46	33.61
3	230	0.96	0
4	230	0.14	0
5	230	2.84	0
6	230	0.0	0
7	230	0.0	0
8	230	0.57	0
9	230	7.25	0
10	230	0.14	0
11	230	0.25	0
1	231	4.84	41.92
2	231	1.68	17.24
3	231	5.95	24.39
4	231	0.0	0
5	231	19.61	0
6	231	0.0	0
7	231	23.03	6.3
8	231	0.38	76.92
9	231	0.0	0
10	231	1.28	22.73
11	231	0.06	0
1	232	29.0	33.48
2	232	18.48	24.52
3	232	2.43	0
4	232	0.0	0
5	232	0.0	0
6	232	0.0	0
7	232	0.0	0
8	232	0.0	0
9	232	0.0	0
10	232	0.0	0
11	232	0.65	0
1	233	23.98	40.15
2	233	8.64	27.87
3	233	1.17	102.56
4	233	0.0	0
5	233	0.0	0
6	233	0.0	0
7	233	9.3	6.47
8	233	0.0	0
9	233	0.0	0
10	233	0.0	0
11	233	0.0	0
1	234	5.5	106.25
2	234	1.38	50.0
3	234	1.13	121.21
4	234	10.8	15.92
5	234	24.21	9.94
6	234	0.0	0
7	234	0.0	0
8	234	0.0	0
9	234	0.0	0
10	234	0.0	0
11	234	0.0	0
1	235	8.57	34.04
2	235	6.42	5.68
3	235	15.76	6.94
4	235	1.24	29.41
5	235	2.85	0
6	235	0.0	0
7	235	29.11	7.52
8	235	0.0	0
9	235	0.07	0
10	235	0.0	0
11	235	0.0	0
1	236	6.23	19.14
2	236	2.51	0
3	236	18.52	6.44
4	236	0.24	0
5	236	5.93	10.05
6	236	0.0	0
7	236	1.7	0
8	236	0.0	0
9	236	0.72	0
10	236	0.54	55.56
11	236	1.1	0
1	237	24.31	9.62
2	237	15.96	14.64
3	237	6.14	10.87
4	237	0.23	0
5	237	3.91	8.55
6	237	0.0	0
7	237	0.0	0
8	237	0.0	0
9	237	0.0	0
10	237	0.0	0
