word	count
penis	5
damn	4
gay	4
hell	3
crap	3
sex	3
basement	1
butt	1
bitch	1
cum	1
amusement	1
crotch	1
penises	1
jew	1
fart	1
drugs	1
homophobic	1
queefing	1
suckers	1
