season	words
1	0.0
2	0.01
3	1.63
4	1.78
5	4.37
6	7.39
7	3.73
8	6.16
9	2.98
10	1.58
11	3.37
12	5.12
13	6.35
14	2.81
15	3.8
16	6.03
17	5.94
18	4.4
