season	words
1	1.13
2	1.94
3	0.93
4	0.73
5	1.37
6	0.86
7	0.73
8	0.11
9	0.61
10	0.54
11	0.25
12	0.26
13	0.19
14	1.05
15	0.03
16	0.35
17	0.16
18	0.1
