season	words	profanities
1	15.55	3.47
2	9.97	2.97
3	13.82	2.05
4	16.37	2.07
5	16.47	2.0
6	15.21	2.26
7	18.11	1.59
8	15.28	2.29
9	16.58	1.84
10	19.01	1.54
11	17.82	2.69
12	15.73	1.89
13	20.15	1.84
14	11.41	2.39
15	16.62	2.1
16	18.97	2.66
17	17.18	1.25
18	18.1	2.4
