season	words
1	7.21
2	3.75
3	3.77
4	3.77
5	3.25
6	1.54
7	2.33
8	0.13
9	0.12
10	0.0
11	0.0
12	1.07
13	0.2
14	0.81
15	0.34
16	0.58
17	0.21
18	0.91
