season	profanities
1	5.17
2	5.76
3	5.88
4	6.53
5	0.0
6	8.85
7	0.0
8	7.69
9	0.0
10	0.0
11	5.46
12	0.0
13	0.0
14	0.0
15	7.32
16	0.0
17	0.0
18	0.0
