season	words	profanities
1	0.28	0.0
2	1.01	1.25
3	2.42	1.63
4	0.46	0.71
5	0.46	0.0
6	0.79	1.09
7	1.34	0.61
8	0.34	0.68
9	1.24	0.98
10	1.46	0.17
11	0.8	1.58
12	1.79	1.17
13	0.25	0.0
14	0.16	0.0
15	0.73	1.31
16	0.4	2.4
17	0.01	0.0
18	0.44	0.0
