word	count
hell	4
streisand	3
crap	2
poo	1
ginger	1
drug	1
shit	1
sexy	1
porn	1
homosexuality	1
fag	1
fuck	1
drugs	1
goddamnit	1
gingers	1
ass	1
pussy	1
