season	words	profanities
1	0.25	0.0
2	0.96	0.33
3	0.76	0.23
4	0.76	0.43
5	0.49	1.26
6	1.51	0.57
7	0.58	0.36
8	0.88	1.06
9	1.39	0.35
10	1.2	0.0
11	0.15	1.72
12	0.3	1.75
13	0.79	0.89
14	1.31	0.54
15	0.68	2.08
16	0.65	0.74
17	0.49	0.0
18	3.85	1.21
