season	words	profanities
1	100.0	1.9
2	100.0	1.51
3	100.0	1.54
4	100.0	1.28
5	100.0	1.62
6	100.0	1.43
7	100.0	1.15
8	100.0	1.35
9	100.0	1.3
10	100.0	1.04
11	100.0	1.43
12	100.0	1.13
13	100.0	1.9
14	100.0	1.51
15	100.0	1.6
16	100.0	1.28
17	100.0	1.39
18	100.0	1.22
