season	words
1	0.0
2	0.0
3	0.01
4	0.0
5	1.63
6	0.79
7	2.87
8	3.11
9	2.93
10	0.15
11	0.18
12	0.73
13	1.92
14	0.64
15	2.2
16	0.23
17	0.59
18	1.59
