episode	character	value
5	Cartman	10
5	Stan	24
5	Stan	-1
5	Cartman	16
5	Stan	6
5	Kyle	4
5	Stan	1
5	Kyle	5
5	Stan	8
5	Kyle	22
5	Stan	3
5	Kyle	28
5	Cartman	14
5	Kenny	17
5	Stan	8
5	Other	8
5	Kyle	9
5	Other	18
5	Kyle	11
5	Cartman	6
5	Cartman	-1
5	Cartman	9
5	Other	3
5	Cartman	2
5	Mr. Garrison	16
5	Other	23
5	Kyle	2
5	Mr. Garrison	2
5	Kyle	9
5	Mr. Garrison	23
5	Kyle	25
5	Stan	3
5	Other	5
5	Other	7
5	Other	2
5	Kyle	10
5	Other	20
5	Kyle	4
5	Other	3
5	Mr. Garrison	3
5	Mr. Garrison	-1
5	Mr. Garrison	14
5	Other	15
5	Mr. Garrison	31
5	Kyle	4
5	Stan	7
5	Kyle	5
5	Cartman	7
5	Kyle	12
5	Cartman	14
5	Cartman	-1
5	Cartman	3
5	Mr. Garrison	11
5	Stan	1
5	Mr. Garrison	15
5	Stan	1
5	Mr. Garrison	18
5	Other	22
5	Stan	5
5	Mr. Garrison	28
5	Other	10
5	Other	1
5	Other	4
5	Other	3
5	Stan	2
5	Other	6
5	Stan	3
5	Other	6
5	Stan	8
5	Other	3
5	Stan	10
5	Kyle	4
5	Stan	2
5	Kyle	5
5	Kyle	13
5	Cartman	5
5	Other	7
5	Kyle	8
5	Cartman	9
5	Cartman	-1
5	Cartman	23
5	Other	3
5	Kyle	4
5	Cartman	13
5	Kyle	13
5	Cartman	9
5	Kyle	5
5	Stan	6
5	Cartman	8
5	Cartman	-1
5	Cartman	4
5	Stan	7
5	Cartman	17
5	Kyle	7
5	Kyle	-1
5	Kyle	9
5	Cartman	15
5	Kyle	7
5	Kyle	-1
5	Cartman	5
5	Cartman	-1
5	Other	4
5	Kenny	1
5	Kyle	11
5	Other	5
5	Kyle	19
5	Other	9
5	Other	11
5	Cartman	9
5	Other	42
5	Other	1
5	Kyle	7
5	Other	14
5	Stan	10
5	Other	34
5	Cartman	10
5	Other	11
5	Kyle	6
5	Other	21
5	Kyle	4
5	Other	24
5	Cartman	8
5	Cartman	-1
5	Other	15
5	Stan	1
5	Other	5
5	Kyle	8
5	Other	11
5	Kyle	7
5	Cartman	3
5	Other	7
5	Other	4
5	Cartman	5
5	Other	14
5	Cartman	6
5	Kyle	8
5	Other	16
5	Cartman	12
5	Cartman	-1
5	Stan	4
5	Other	1
5	Cartman	6
5	Other	13
5	Kyle	5
5	Other	9
5	Other	4
5	Other	-1
5	Other	2
5	Other	1
5	Other	-1
5	Other	1
5	Kyle	5
5	Other	10
5	Kyle	7
5	Cartman	5
5	Cartman	-1
5	Other	1
5	Other	16
5	Chef	3
5	Kyle	2
5	Chef	3
5	Other	1
5	Chef	2
5	Kyle	15
5	Chef	15
5	Chef	19
5	Kyle	4
5	Chef	20
5	Kyle	7
5	Chef	24
5	Cartman	1
5	Stan	11
5	Cartman	14
5	Chef	13
5	Stan	6
5	Chef	9
5	Stan	11
5	Kyle	18
5	Chef	14
5	Cartman	7
5	Cartman	-1
5	Cartman	1
5	Stan	3
5	Kenny	10
5	Kyle	6
5	Cartman	8
5	Cartman	-1
5	Cartman	31
5	Cartman	-1
5	Cartman	12
5	Stan	8
5	Cartman	10
5	Kyle	18
5	Kyle	-1
5	Kyle	12
5	Kenny	10
5	Stan	5
5	Kyle	15
5	Cartman	13
5	Kyle	3
5	Cartman	23
5	Stan	-1
5	Other	12
5	Other	6
5	Stan	56
5	Other	8
5	Other	12
5	Other	9
5	Other	3
5	Other	-1
5	Other	1
5	Other	4
5	Other	1
5	Other	3
5	Kyle	5
5	Stan	-1
5	Stan	15
5	Kyle	-1
5	Kyle	5
5	Chef	15
5	Kyle	9
5	Kyle	-1
5	Chef	91
5	Other	14
5	Chef	10
5	Kyle	4
5	Chef	15
5	Kyle	1
5	Stan	1
5	Cartman	1
5	Chef	12
5	Other	9
5	Other	4
5	Other	7
5	Other	-1
5	Other	22
5	Other	2
5	Other	10
5	Other	6
5	Other	4
5	Other	4
5	Other	7
5	Other	19
5	Other	9
5	Other	3
5	Other	-1
5	Kyle	6
5	Chef	9
5	Kyle	13
5	Stan	10
5	Chef	33
5	Chef	-1
5	Chef	1
5	Kyle	8
5	Chef	12
5	Kyle	14
5	Cartman	15
5	Other	17
5	Stan	6
5	Stan	-1
5	Stan	3
5	Other	5
5	Chef	10
5	Other	44
5	Kenny	5
5	Stan	6
5	Kyle	7
5	Other	17
5	Other	2
5	Other	3
5	Mr. Garrison	7
5	Other	1
5	Mr. Garrison	14
5	Kyle	7
5	Stan	7
5	Kyle	11
5	Kenny	7
5	Stan	3
5	Other	1
5	Other	45
5	Other	26
5	Other	6
5	Other	14
5	Other	1
5	Other	1
5	Other	1
5	Stan	15
5	Other	17
5	Other	1
5	Other	13
5	Kyle	4
5	Other	20
5	Stan	11
5	Mr. Garrison	16
5	Other	10
5	Mr. Garrison	9
5	Kyle	5
5	Stan	1
5	Other	2
5	Kyle	4
5	Stan	8
5	Other	5
5	Kyle	6
5	Stan	12
5	Other	2
5	Stan	27
5	Stan	-1
5	Stan	5
5	Other	2
5	Stan	16
5	Other	1
5	Other	6
5	Other	3
5	Other	7
5	Other	9
5	Other	28
5	Other	2
5	Other	34
5	Other	10
5	Kyle	8
5	Stan	19
5	Cartman	3
5	Cartman	-1
5	Cartman	6
5	Stan	7
5	Cartman	4
5	Kyle	17
5	Stan	3
5	Other	8
5	Stan	33
5	Randy	10
5	Other	16
5	Other	4
5	Randy	1
5	Other	12
5	Randy	11
5	Other	6
5	Stan	47
5	Mr. Garrison	20
5	Kyle	12
5	Mr. Garrison	24
5	Other	34
5	Other	1
5	Mr. Garrison	6
5	Stan	12
5	Other	4
5	Other	2
5	Clyde	4
5	Kyle	9
5	Cartman	8
5	Mr. Garrison	15
5	Other	6
5	Cartman	3
6	Other	12
6	Other	1
6	Other	4
6	Other	7
6	Randy	7
6	Other	2
6	Other	4
6	Other	5
6	Randy	7
6	Other	13
6	Other	-1
6	Other	1
6	Other	8
6	Other	2
6	Randy	1
6	Stan	9
6	Other	7
6	Stan	13
6	Other	8
6	Stan	1
6	Stan	-1
6	Other	1
6	Other	7
6	Other	7
6	Other	-1
6	Other	7
6	Stan	2
6	Other	2
6	Other	-1
6	Other	9
6	Stan	7
6	Other	-1
6	Other	9
6	Stan	1
6	Other	10
6	Stan	6
6	Other	2
6	Stan	5
6	Other	9
6	Stan	4
6	Other	13
6	Other	10
6	Other	-1
6	Other	1
6	Other	3
6	Other	6
6	Other	7
6	Other	4
6	Other	5
6	Other	5
6	Kyle	5
6	Other	4
6	Other	-1
6	Other	4
6	Other	2
6	Other	-1
6	Other	1
6	Other	15
6	Kyle	6
6	Other	5
6	Other	8
6	Other	-1
6	Other	5
6	Other	2
6	Cartman	5
6	Other	26
6	Cartman	4
6	Cartman	-1
6	Cartman	5
6	Cartman	-1
6	Other	3
6	Stan	7
6	Other	1
6	Stan	3
6	Other	5
6	Other	-1
6	Other	5
6	Kyle	7
6	Cartman	14
6	Clyde	14
6	Kyle	13
6	Cartman	23
6	Cartman	-1
6	Cartman	11
6	Mr. Garrison	10
6	Cartman	10
6	Mr. Garrison	18
6	Other	2
6	Other	7
6	Mr. Garrison	66
6	Kenny	6
6	Mr. Garrison	8
6	Kenny	7
6	Mr. Garrison	77
6	Stan	10
6	Mr. Garrison	21
6	Cartman	1
6	Clyde	6
6	Mr. Garrison	9
6	Stan	11
6	Mr. Garrison	5
6	Stan	18
6	Kyle	17
6	Stan	1
6	Kyle	26
6	Stan	1
6	Cartman	9
6	Stan	11
6	Mr. Garrison	11
6	Kenny	6
6	Cartman	17
6	Stan	19
6	Kyle	6
6	Stan	1
6	Cartman	10
6	Chef	3
6	Stan	2
6	Chef	3
6	Stan	1
6	Chef	2
6	Stan	8
6	Chef	10
6	Stan	6
6	Chef	13
6	Stan	5
6	Kyle	20
6	Cartman	7
6	Chef	11
6	Stan	10
6	Other	22
6	Other	4
6	Other	1
6	Other	-1
6	Other	7
6	Randy	11
6	Other	22
6	Mr. Garrison	21
6	Other	5
6	Other	1
6	Stan	13
6	Other	9
6	Stan	6
6	Other	3
6	Other	-1
6	Stan	7
6	Other	16
6	Cartman	11
6	Other	25
6	Other	-1
6	Cartman	1
6	Other	2
6	Stan	1
6	Other	15
6	Cartman	1
6	Other	3
6	Other	-1
6	Other	2
6	Cartman	3
6	Cartman	-1
6	Cartman	3
6	Other	4
6	Stan	10
6	Cartman	7
6	Stan	10
6	Other	12
6	Cartman	8
6	Cartman	-1
6	Stan	6
6	Cartman	5
6	Stan	13
6	Kyle	13
6	Stan	2
6	Other	12
6	Other	16
6	Other	4
6	Other	17
6	Other	6
6	Other	7
6	Other	6
6	Other	15
6	Other	14
6	Other	16
6	Other	8
6	Other	6
6	Stan	1
6	Other	3
6	Stan	28
6	Other	2
6	Stan	1
6	Other	11
6	Stan	1
6	Other	3
6	Stan	7
6	Cartman	8
6	Kyle	12
6	Stan	6
6	Cartman	8
6	Cartman	-1
6	Cartman	8
6	Kyle	5
6	Kyle	-1
6	Kyle	1
6	Cartman	3
6	Other	7
6	Other	9
6	Other	5
6	Cartman	8
6	Other	9
6	Stan	12
6	Other	10
6	Other	-1
6	Other	2
6	Other	-1
6	Other	3
6	Cartman	3
6	Cartman	-1
6	Cartman	4
6	Kenny	4
6	Cartman	6
6	Other	3
6	Other	-1
6	Other	1
6	Other	4
6	Kenny	2
6	Cartman	7
6	Cartman	-1
6	Other	7
6	Stan	15
6	Other	11
6	Other	7
6	Stan	1
6	Other	2
6	Other	2
6	Other	-1
6	Other	9
6	Other	-1
6	Other	4
6	Other	16
6	Other	19
6	Stan	17
6	Other	13
6	Other	19
6	Other	1
6	Other	5
6	Other	29
6	Other	24
6	Randy	11
6	Mr. Garrison	7
6	Mr. Garrison	-1
6	Mr. Garrison	5
6	Randy	12
6	Other	7
6	Stan	8
6	Kyle	8
6	Other	1
6	Other	9
6	Stan	5
6	Other	41
6	Stan	5
6	Kyle	6
6	Cartman	3
6	Other	18
6	Stan	11
6	Other	3
6	Stan	25
6	Other	12
6	Stan	15
6	Other	7
6	Stan	6
6	Other	9
6	Other	5
6	Other	7
6	Other	19
6	Other	-1
6	Other	21
6	Other	21
6	Other	6
6	Other	14
6	Other	3
6	Stan	21
6	Kyle	3
6	Stan	4
6	Cartman	6
6	Stan	14
6	Kyle	2
6	Other	7
6	Other	1
6	Other	66
6	Stan	4
6	Other	3
6	Other	-1
6	Other	3
6	Other	10
6	Other	1
6	Other	2
6	Stan	11
6	Other	3
6	Other	-1
6	Other	2
6	Stan	3
6	Kyle	5
6	Other	1
6	Other	1
6	Other	8
6	Other	-1
6	Other	6
6	Stan	5
6	Kyle	6
6	Other	1
6	Other	1
6	Cartman	2
6	Other	1
6	Kyle	5
6	Other	1
6	Other	44
6	Other	7
6	Other	10
6	Stan	15
6	Other	19
6	Stan	3
6	Other	6
6	Randy	6
6	Stan	4
6	Randy	11
6	Other	1
6	Stan	-1
6	Stan	39
6	Kyle	26
6	Kenny	51
6	Stan	2
6	Kyle	3
6	Other	1
6	Other	1
6	Stan	5
6	Cartman	3
6	Other	1
6	Other	3
6	Other	9
6	Other	1
6	Kyle	11
6	Other	7
6	Other	-1
6	Other	8
6	Other	8
6	Other	3
6	Other	2
6	Other	10
6	Other	7
6	Other	6
6	Other	-1
6	Stan	2
6	Other	3
6	Other	53
6	Other	2
6	Other	54
6	Other	3
6	Other	8
6	Other	2
6	Other	2
6	Other	7
6	Other	-1
6	Other	8
6	Cartman	11
6	Other	9
6	Other	1
6	Other	1
6	Kyle	7
6	Kyle	-1
6	Stan	12
6	Other	7
6	Other	1
6	Other	15
6	Stan	1
6	Other	1
6	Other	1
6	Other	3
6	Other	16
6	Other	20
6	Other	1
6	Other	45
6	Other	7
6	Other	16
6	Stan	7
6	Other	3
6	Randy	15
6	Stan	4
6	Other	9
6	Cartman	4
6	Cartman	-1
6	Cartman	3
6	Other	6
6	Other	7
6	Cartman	3
6	Other	8
6	Other	9
6	Other	4
6	Other	3
6	Other	8
6	Kyle	21
6	Stan	10
6	Cartman	9
6	Kyle	11
6	Stan	1
6	Cartman	1
6	Stan	5
6	Other	22
6	Stan	4
7	Other	5
7	Other	1
7	Other	1
7	Other	5
7	Other	4
7	Other	2
7	Other	1
7	Stan	6
7	Kyle	2
7	Cartman	6
7	Kyle	5
7	Cartman	6
7	Other	6
7	Cartman	11
7	Cartman	-1
7	Kyle	7
7	Stan	11
7	Other	14
7	Other	7
7	Other	10
7	Other	12
7	Other	5
7	Other	13
7	Other	2
7	Other	-1
7	Other	5
7	Other	2
7	Kyle	7
7	Stan	3
7	Kyle	8
7	Stan	3
7	Kyle	12
7	Stan	17
7	Kyle	14
7	Stan	10
7	Kyle	2
7	Cartman	2
7	Kyle	7
7	Cartman	8
7	Stan	4
7	Cartman	7
7	Kyle	4
7	Cartman	9
7	Stan	4
7	Stan	-1
7	Cartman	7
7	Kyle	2
7	Stan	3
7	Stan	-1
7	Stan	1
7	Cartman	8
7	Stan	5
7	Kyle	7
7	Stan	12
7	Kyle	7
7	Cartman	44
7	Cartman	-1
7	Other	5
7	Stan	8
7	Other	4
7	Stan	11
7	Other	4
7	Other	2
7	Other	5
7	Other	23
7	Other	4
7	Other	22
7	Other	14
7	Other	13
7	Kyle	14
7	Stan	2
7	Kyle	4
7	Mr. Garrison	12
7	Other	1
7	Kyle	-1
7	Stan	1
7	Wendy	2
7	Stan	12
7	Wendy	1
7	Stan	11
7	Wendy	14
7	Stan	2
7	Wendy	13
7	Other	2
7	Other	9
7	Other	8
7	Other	1
7	Other	1
7	Cartman	13
7	Kyle	8
7	Cartman	13
7	Kyle	5
7	Cartman	5
7	Kyle	11
7	Kyle	-1
7	Kyle	1
7	Cartman	5
7	Mr. Garrison	36
7	Wendy	1
7	Mr. Garrison	16
7	Kyle	13
7	Other	19
7	Other	1
7	Other	2
7	Other	3
7	Other	16
7	Other	4
7	Kyle	14
7	Cartman	27
7	Kyle	4
7	Stan	8
7	Chef	2
7	Other	2
7	Chef	11
7	Cartman	3
7	Other	9
7	Chef	13
7	Other	28
7	Cartman	23
7	Other	8
7	Cartman	8
7	Other	23
7	Cartman	9
7	Clyde	5
7	Kyle	6
7	Other	4
7	Other	8
7	Other	16
7	Cartman	13
7	Cartman	-1
7	Other	10
7	Other	6
7	Cartman	8
7	Other	6
7	Cartman	11
7	Other	26
7	Cartman	8
7	Other	15
7	Other	14
7	Cartman	4
7	Stan	8
7	Cartman	14
7	Chef	2
7	Cartman	2
7	Chef	1
7	Cartman	7
7	Stan	3
7	Kyle	3
7	Stan	2
7	Cartman	3
7	Kyle	22
7	Mr. Garrison	36
7	Cartman	1
7	Kyle	6
7	Stan	3
7	Mr. Garrison	36
7	Kyle	12
7	Mr. Garrison	27
7	Stan	8
7	Wendy	9
7	Stan	10
7	Mr. Garrison	28
7	Clyde	2
7	Mr. Garrison	4
7	Other	1
7	Chef	1
7	Chef	-1
7	Chef	7
7	Other	2
7	Chef	12
7	Chef	-1
7	Chef	2
7	Other	48
7	Other	38
7	Chef	3
7	Chef	-1
7	Chef	7
7	Cartman	14
7	Stan	9
7	Cartman	7
7	Stan	4
7	Stan	-1
7	Stan	4
7	Cartman	14
7	Stan	13
7	Stan	-1
7	Stan	1
7	Cartman	1
7	Cartman	-1
7	Cartman	10
7	Cartman	-1
7	Cartman	1
7	Kyle	2
7	Stan	12
7	Cartman	1
7	Stan	3
7	Kyle	1
7	Stan	1
7	Kyle	2
7	Stan	12
7	Cartman	5
7	Other	2
7	Cartman	5
7	Kyle	7
7	Cartman	46
7	Wendy	2
7	Cartman	2
7	Stan	7
7	Wendy	17
7	Cartman	5
7	Wendy	3
7	Stan	14
7	Wendy	15
7	Cartman	12
7	Stan	4
7	Wendy	2
7	Stan	8
7	Wendy	1
7	Chef	1
7	Other	9
7	Chef	19
7	Other	7
7	Chef	22
7	Other	23
7	Chef	-1
7	Chef	19
7	Other	1
7	Other	10
7	Chef	15
7	Other	21
7	Chef	13
7	Other	14
7	Chef	1
7	Other	16
7	Other	1
7	Other	4
7	Stan	2
7	Other	7
7	Cartman	10
7	Other	2
7	Stan	5
7	Cartman	6
7	Cartman	-1
7	Chef	6
7	Other	7
7	Other	16
7	Chef	2
7	Other	16
7	Other	3
7	Chef	5
7	Chef	-1
7	Chef	9
7	Other	4
7	Chef	1
7	Chef	-1
7	Chef	11
7	Other	13
7	Chef	6
7	Other	6
7	Other	1
7	Other	1
7	Other	16
7	Cartman	-1
7	Cartman	11
7	Stan	10
7	Other	2
7	Other	1
7	Cartman	14
7	Other	7
7	Other	1
7	Chef	9
7	Other	3
7	Other	2
7	Chef	10
7	Cartman	7
7	Chef	-1
7	Chef	13
7	Cartman	5
7	Cartman	-1
7	Chef	5
7	Chef	-1
7	Chef	14
7	Stan	6
7	Chef	16
7	Kyle	10
7	Chef	15
7	Stan	5
7	Kyle	6
7	Cartman	10
7	Kyle	5
7	Chef	5
7	Stan	5
7	Chef	28
7	Cartman	3
7	Stan	6
7	Kyle	3
7	Cartman	6
7	Stan	6
7	Chef	5
7	Kyle	6
7	Stan	1
7	Kyle	8
7	Cartman	1
7	Cartman	-1
7	Stan	4
7	Cartman	2
7	Cartman	-1
7	Chef	7
7	Stan	3
7	Chef	7
7	Other	2
7	Cartman	10
7	Other	1
7	Chef	3
7	Other	4
7	Stan	7
7	Kyle	1
7	Chef	39
7	Stan	5
7	Chef	1
7	Stan	7
7	Cartman	5
7	Stan	5
7	Kyle	5
7	Stan	4
7	Other	38
7	Cartman	12
7	Stan	1
7	Other	21
7	Kyle	6
7	Other	2
7	Stan	1
7	Wendy	1
7	Cartman	7
7	Stan	5
7	Cartman	12
7	Stan	2
7	Other	38
7	Kyle	4
7	Wendy	1
7	Stan	19
7	Cartman	3
7	Other	32
7	Kyle	14
7	Other	13
7	Kyle	15
7	Wendy	1
7	Stan	3
7	Wendy	1
7	Kyle	7
7	Kyle	-1
7	Wendy	4
7	Stan	8
7	Kyle	7
7	Chef	4
7	Cartman	7
7	Wendy	20
7	Stan	10
7	Wendy	14
7	Stan	7
7	Kyle	10
7	Stan	13
7	Cartman	14
7	Stan	24
7	Kyle	4
7	Stan	5
7	Kyle	3
7	Stan	1
7	Cartman	8
7	Kyle	15
7	Stan	1
7	Cartman	14
7	Stan	8
7	Cartman	5
7	Kenny	5
8	Stan	3
8	Kyle	1
8	Other	7
8	Cartman	14
8	Other	2
8	Cartman	6
8	Other	15
8	Other	11
8	Other	8
8	Cartman	8
8	Other	16
8	Kyle	2
8	Other	7
8	Other	31
8	Stan	3
8	Stan	-1
8	Stan	1
8	Kyle	10
8	Stan	1
8	Other	12
8	Stan	9
8	Kyle	5
8	Cartman	2
8	Other	11
8	Cartman	10
8	Other	16
8	Cartman	1
8	Cartman	-1
8	Stan	1
8	Kenny	2
8	Stan	9
8	Kyle	6
8	Stan	6
8	Kyle	4
8	Stan	7
8	Kyle	1
8	Stan	9
8	Cartman	7
8	Stan	4
8	Cartman	2
8	Stan	7
8	Kenny	7
8	Stan	1
8	Kyle	9
8	Stan	12
8	Other	1
8	Cartman	8
8	Kyle	14
8	Cartman	10
8	Mr. Garrison	27
8	Cartman	12
8	Mr. Garrison	38
8	Stan	4
8	Mr. Garrison	1
8	Cartman	11
8	Mr. Garrison	39
8	Cartman	10
8	Wendy	10
8	Cartman	16
8	Wendy	16
8	Cartman	17
8	Wendy	9
8	Cartman	10
8	Mr. Garrison	17
8	Other	17
8	Clyde	1
8	Mr. Garrison	6
8	Clyde	1
8	Mr. Garrison	6
8	Other	21
8	Other	5
8	Other	7
8	Other	12
8	Other	18
8	Other	2
8	Other	8
8	Other	2
8	Other	18
8	Other	5
8	Other	14
8	Other	3
8	Other	9
8	Other	2
8	Other	8
8	Other	7
8	Other	10
8	Cartman	16
8	Other	3
8	Stan	-1
8	Kyle	4
8	Other	13
8	Other	5
8	Other	9
8	Other	-1
8	Other	6
8	Other	3
8	Kyle	6
8	Cartman	3
8	Stan	7
8	Kyle	8
8	Stan	13
8	Kyle	18
8	Stan	8
8	Kyle	4
8	Other	1
8	Stan	8
8	Cartman	3
8	Kyle	6
8	Cartman	2
8	Other	2
8	Cartman	8
8	Other	2
8	Cartman	1
8	Stan	7
8	Kyle	12
8	Cartman	8
8	Stan	6
8	Kyle	19
8	Cartman	11
8	Kyle	1
8	Cartman	1
8	Other	16
8	Other	5
8	Other	1
8	Other	5
8	Other	4
8	Other	5
8	Other	14
8	Other	4
8	Stan	24
8	Cartman	57
8	Other	1
8	Cartman	22
8	Cartman	6
8	Stan	13
8	Cartman	42
8	Mr. Garrison	78
8	Stan	4
8	Cartman	3
8	Kyle	2
8	Mr. Garrison	8
8	Kyle	7
8	Stan	13
8	Cartman	15
8	Mr. Garrison	18
8	Stan	11
8	Mr. Garrison	6
8	Kyle	3
8	Other	5
8	Clyde	2
8	Other	7
8	Other	8
8	Mr. Garrison	25
8	Kyle	12
8	Other	22
8	Stan	1
8	Other	6
8	Kyle	10
8	Other	40
8	Stan	7
8	Other	3
8	Kyle	2
8	Other	6
8	Kyle	6
8	Other	15
8	Stan	7
8	Cartman	9
8	Kyle	15
8	Cartman	4
8	Other	14
8	Chef	13
8	Other	10
8	Chef	12
8	Other	8
8	Chef	12
8	Other	7
8	Chef	4
8	Other	23
8	Chef	11
8	Other	1
8	Other	22
8	Cartman	17
8	Cartman	-1
8	Cartman	3
8	Other	9
8	Cartman	10
8	Other	1
8	Other	6
8	Other	35
8	Other	1
8	Other	3
8	Other	8
8	Other	12
8	Other	14
8	Chef	21
8	Kyle	7
8	Other	9
8	Other	12
8	Other	7
8	Other	13
8	Other	17
8	Other	11
8	Other	4
8	Other	5
8	Other	16
8	Other	15
8	Cartman	9
8	Other	8
8	Cartman	7
8	Other	7
8	Other	6
8	Other	1
8	Other	1
8	Cartman	49
8	Other	14
8	Stan	3
8	Kyle	10
8	Other	26
8	Other	4
8	Other	14
8	Other	3
8	Other	3
8	Other	26
8	Chef	2
8	Stan	6
8	Other	10
8	Other	9
8	Chef	22
8	Other	5
8	Chef	16
8	Other	3
8	Chef	43
8	Cartman	-1
8	Cartman	25
8	Other	12
8	Cartman	1
8	Other	16
8	Cartman	13
8	Other	14
8	Cartman	1
8	Other	12
8	Other	5
8	Other	7
8	Other	4
8	Chef	44
8	Other	3
8	Other	10
8	Kyle	4
8	Other	5
8	Cartman	44
8	Other	5
8	Cartman	3
8	Other	5
8	Cartman	7
8	Other	5
8	Cartman	16
8	Other	2
8	Chef	3
8	Other	1
8	Kenny	2
8	Stan	6
8	Kyle	2
8	Other	9
8	Stan	3
8	Other	6
8	Chef	3
8	Other	9
8	Chef	8
8	Other	24
8	Chef	3
8	Other	24
8	Other	7
8	Other	11
8	Other	10
8	Stan	7
8	Kyle	9
8	Stan	44
8	Kyle	11
8	Other	14
8	Cartman	11
8	Other	6
8	Other	4
8	Other	10
8	Other	58
8	Other	7
8	Other	2
9	Other	23
9	Stan	93
9	Wendy	2
9	Kyle	4
9	Wendy	1
9	Kyle	5
9	Wendy	1
9	Kyle	3
9	Cartman	1
9	Kenny	6
9	Mr. Garrison	32
9	Kyle	1
9	Mr. Garrison	9
9	Wendy	1
9	Other	10
9	Mr. Garrison	21
9	Other	17
9	Mr. Garrison	1
9	Other	11
9	Mr. Garrison	3
9	Other	5
9	Mr. Garrison	7
9	Mr. Garrison	-1
9	Mr. Garrison	4
9	Other	11
9	Cartman	9
9	Kyle	2
9	Kyle	-1
9	Kyle	1
9	Cartman	2
9	Cartman	-1
9	Cartman	3
9	Stan	7
9	Mr. Garrison	17
9	Other	6
9	Kyle	7
9	Mr. Garrison	7
9	Kyle	12
9	Stan	2
9	Cartman	6
9	Kyle	12
9	Other	4
9	Mr. Garrison	14
9	Other	14
9	Mr. Garrison	9
9	Wendy	5
9	Stan	3
9	Wendy	9
9	Kenny	1
9	Stan	4
9	Cartman	13
9	Kyle	3
9	Stan	8
9	Kyle	2
9	Other	1
9	Kyle	10
9	Other	1
9	Kyle	1
9	Stan	20
9	Cartman	20
9	Kyle	9
9	Cartman	11
9	Stan	7
9	Kyle	15
9	Stan	7
9	Kyle	24
9	Cartman	11
9	Kyle	17
9	Kyle	-1
9	Cartman	10
9	Cartman	-1
9	Cartman	1
9	Stan	4
9	Kyle	5
9	Kyle	-1
9	Kyle	44
9	Kyle	-1
9	Kyle	2
9	Kyle	-1
9	Kyle	39
9	Kyle	-1
9	Kyle	13
9	Kyle	-1
9	Kyle	2
9	Kyle	-1
9	Kyle	8
9	Other	5
9	Other	20
9	Other	2
9	Kyle	5
9	Stan	11
9	Other	20
9	Mr. Garrison	5
9	Other	2
9	Cartman	7
9	Kyle	5
9	Kyle	-1
9	Kyle	1
9	Other	25
9	Other	1
9	Other	1
9	Other	13
9	Other	1
9	Other	4
9	Other	26
9	Other	2
9	Other	17
9	Other	4
9	Kyle	8
9	Other	2
9	Kyle	24
9	Other	2
9	Kyle	28
9	Cartman	9
9	Kenny	3
9	Stan	1
9	Other	6
9	Kyle	1
9	Other	39
9	Mr. Garrison	8
9	Other	11
9	Mr. Garrison	1
9	Other	12
9	Other	4
9	Other	17
9	Other	5
9	Other	16
9	Kyle	5
9	Other	2
9	Kyle	7
9	Other	1
9	Kyle	7
9	Other	7
9	Other	18
9	Kyle	6
9	Other	4
9	Kyle	5
9	Other	8
9	Other	3
9	Kyle	10
9	Other	1
9	Kyle	4
9	Other	1
9	Kyle	2
9	Other	7
9	Kyle	4
9	Other	11
9	Kyle	10
9	Other	38
9	Kyle	7
9	Other	20
9	Other	7
9	Kyle	1
9	Other	3
9	Other	13
9	Kyle	4
9	Other	1
9	Kyle	4
9	Other	18
9	Other	2
9	Other	1
9	Kyle	8
9	Other	13
9	Kyle	8
9	Other	5
9	Kyle	22
9	Other	16
9	Kyle	4
9	Other	19
9	Other	3
9	Other	8
9	Stan	11
9	Cartman	4
9	Stan	9
9	Cartman	18
9	Stan	2
9	Cartman	8
9	Kyle	2
9	Stan	5
9	Kyle	3
9	Cartman	3
9	Kyle	5
9	Stan	2
9	Cartman	7
9	Kenny	11
9	Kyle	5
9	Stan	11
9	Kyle	5
9	Kyle	-1
9	Kyle	1
9	Other	57
9	Mr. Garrison	11
9	Other	2
9	Mr. Garrison	29
9	Cartman	4
9	Kyle	3
9	Mr. Garrison	12
9	Cartman	13
9	Kyle	9
9	Kyle	-1
9	Kyle	1
9	Cartman	6
9	Cartman	-1
9	Cartman	3
9	Cartman	-2
9	Cartman	3
9	Cartman	-1
9	Cartman	8
9	Cartman	-1
9	Cartman	5
9	Cartman	-1
9	Cartman	2
9	Cartman	-1
9	Cartman	6
9	Kyle	3
9	Other	1
9	Kyle	2
9	Cartman	3
9	Cartman	-1
9	Cartman	4
9	Cartman	-1
9	Cartman	6
9	Cartman	-1
9	Cartman	13
9	Other	13
9	Cartman	11
9	Cartman	-1
9	Cartman	9
9	Cartman	-1
9	Cartman	7
9	Cartman	-15
9	Cartman	3
9	Cartman	-1
9	Cartman	3
9	Cartman	-1
9	Cartman	5
9	Cartman	-1
9	Cartman	8
9	Kyle	3
9	Other	1
9	Mr. Garrison	2
9	Cartman	2
9	Mr. Garrison	11
9	Kyle	1
9	Cartman	2
9	Cartman	-1
9	Other	19
9	Kyle	5
9	Other	14
9	Kyle	2
9	Other	10
9	Kyle	1
9	Other	11
9	Kyle	4
9	Other	24
9	Kyle	2
9	Other	6
9	Kyle	2
9	Other	5
9	Kyle	2
9	Other	19
9	Kyle	6
9	Other	16
9	Other	2
9	Other	18
9	Other	10
9	Other	32
9	Mr. Garrison	24
9	Other	1
9	Mr. Garrison	29
9	Other	5
