episode	words
32	0.55
33	0.8
34	3.67
35	0.92
36	0.0
37	0.0
38	1.7
39	0.0
40	0.0
41	0.3
42	0.34
43	0.28
44	1.75
45	0.29
46	0.0
47	0.0
48	0.28
