episode	words
49	0.57
50	0.75
51	0.34
52	0.0
53	0.0
54	0.87
55	0.27
56	0.0
57	0.0
58	0.25
59	0.55
60	0.0
61	1.45
62	0.71
63	0.56
64	0.0
65	2.08
