word	count
shit	71
fuck	70
crack	44
shitty	33
hell	32
penis	27
fucking	25
blowjob	25
crap	23
blowjobs	22
fat	19
fuckin	19
dick	16
bitch	14
fucked	14
britches	11
asshole	10
wiener	10
jew	10
butt	9
ass	8
shits	7
bitches	6
goddamned	6
damn	6
assburgers	6
crapped	5
goddamn	5
hamburgers	5
goddamnit	5
balls	4
fatty	4
dammit	4
anus	3
turd	3
vagina	3
butthole	3
fartloving	3
sex	3
scraping	3
queefed	2
drugs	2
cocaine	2
placeblowjobs	2
penises	2
semen	2
fucks	2
retard	2
fuckers	2
jews	2
poo	2
craps	2
tits	2
sexy	2
assholes	2
jewish	2
vaginas	2
raped	1
punkass	1
titties	1
retarded	1
bitchen	1
queef	1
scraped	1
condoms	1
dogshit	1
bum	1
itits	1
icrap	1
dumbass	1
homos	1
dipshit	1
molester	1
retards	1
sonofabitch	1
pussy	1
bullcrap	1
damnit	1
vaginal	1
crapping	1
shittytitty	1
scrotum	1
freak	1
vaginaobsessed	1
micropenis	1
tampons	1
poop	1
farts	1
bullshit	1
shitting	1
boner	1
filthfucking	1
dumbasses	1
wieners	1
slut	1
molested	1
mexijew	1
basement	1
godamned	1
porn	1
dicks	1
sexuality	1
queer	1
