episode	words
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.31
22	2.98
23	0.0
24	0.28
25	0.0
26	3.39
27	0.0
28	0.0
29	0.0
30	0.79
31	0.0
