episode	words
32	0.27
33	1.07
34	1.31
35	0.61
36	0.0
37	0.0
38	0.34
39	0.0
40	0.0
41	0.59
42	0.0
43	0.56
44	0.0
45	0.29
46	0.0
47	0.0
48	0.28
