season	profanities
1	15.259764506733713
2	10.678847062529533
3	12.424278825528118
4	9.485655635936233
5	13.667192590619429
6	11.544681876053819
7	9.31301154895485
8	11.677531304225484
9	10.874040347775544
10	8.884106208864086
11	12.563770654077514
12	9.802890932982917
13	15.937645416472778
14	12.603246938194246
15	13.02398405807416
16	11.491225970170692
17	10.643263934273177
18	10.531858873091101
