season	profanities
1	29.779058597502402
2	21.804392479064624
3	17.6266137040715
4	15.166835187057634
5	15.424804080109466
6	19.67880570006786
7	12.80163135833239
8	19.95395241749808
9	16.94172630349058
10	14.349657714586625
11	24.49793476712719
12	17.370970435944546
13	16.514609077260655
14	21.418174256602203
15	15.560314061384725
16	25.615141955835963
17	11.590003621876132
18	21.73913043478261
