season	profanities
1	1.5649452269170578
2	2.5316455696202533
3	2.183406113537118
4	5.05050505050505
5	1.9011406844106464
6	0.0
7	0
8	0.0
9	0
10	66.66666666666667
11	0.0
12	0
13	0
14	16.260162601626018
15	0
16	6.451612903225806
17	0
18	0
