season	profanities
1	5.434782608695652
2	1.5698587127158556
3	8.364312267657992
4	3.5398230088495577
5	25.132275132275133
6	2.840909090909091
7	4.424778761061947
8	37.59398496240601
9	21.978021978021978
10	7.383966244725738
11	0.0
12	0.0
13	2.785515320334262
14	22.22222222222222
15	15.625
16	4.761904761904762
17	5.8555627846454135
18	17.24137931034483
