season	profanities
1	0.0
2	12.345679012345679
3	10.989010989010989
4	13.245033112582782
5	48.78048780487805
6	14.925373134328359
7	23.80952380952381
8	27.906976744186046
9	0.0
10	0
11	0.0
12	15.384615384615385
13	47.61904761904762
14	0
15	0
16	0.0
17	0.0
18	0
