season	profanities
1	0
2	0
3	142.85714285714286
4	40.4040404040404
5	0.0
6	4.926108374384237
7	16.0
8	0.0
9	5.0761421319796955
10	0.0
11	0.0
12	0.0
13	0.0
14	0
15	12.195121951219512
16	14.527845036319613
17	39.682539682539684
18	52.63157894736842
