season	profanities
1	8.604206500956023
2	3.4129692832764507
3	25.641025641025642
4	2.642007926023778
5	40.0
6	44.19889502762431
7	27.77777777777778
8	20.408163265306122
9	0.0
10	0.0
11	0.0
12	21.45214521452145
13	10.16260162601626
14	3.6363636363636362
15	16.666666666666668
16	0.0
17	8.0
18	2.6737967914438503
