season	profanities
1	18.240778273206324
2	10.617445279320483
3	11.603576184135438
4	10.495304732093537
5	14.53269857178652
6	10.12206013694552
7	5.712979890310786
8	11.897174421074995
9	6.467661691542289
10	5.204163330664532
11	4.074702886247878
12	5.5983205038488455
13	12.576588197355692
14	14.862804878048781
15	18.898931799506986
16	4.671532846715328
17	15.052356020942408
18	8.138351983723297
