season	profanities
1	37.4331550802139
2	36.7170626349892
3	30.257186081694403
4	29.04564315352697
5	47.61904761904762
6	58.8235294117647
7	18.404907975460123
8	22.388059701492537
9	55.55555555555556
10	60.0
11	76.92307692307692
12	71.42857142857143
13	44.16403785488959
14	123.37662337662337
15	38.46153846153846
16	21.645021645021647
17	16.80672268907563
18	53.57142857142857
